event_name,referee,winner,num_rounds,title_fight,weight_class,gender,result,result_details,finish_round,finish_time,fight_url,event_date,event_city,event_state,event_country,event_url,f_1_name,f_2_name,f_1_url,f_2_url,f_1_fighter_f_name,f_1_fighter_l_name,f_1_fighter_nickname,f_1_fighter_height_cm,f_1_fighter_weight_lbs,f_1_fighter_reach_cm,f_1_fighter_stance,f_1_fighter_dob,f_1_fighter_w,f_1_fighter_l,f_1_fighter_d,f_1_fighter_nc_dq,f_1_fighter_SlpM,f_1_fighter_Str_Acc,f_1_fighter_SApM,f_1_fighter_Str_Def,f_1_fighter_TD_Avg,f_1_fighter_TD_Acc,f_1_fighter_TD_Def,f_1_fighter_Sub_Avg,f_1_fighter_url,f_2_fighter_f_name,f_2_fighter_l_name,f_2_fighter_nickname,f_2_fighter_height_cm,f_2_fighter_weight_lbs,f_2_fighter_reach_cm,f_2_fighter_stance,f_2_fighter_dob,f_2_fighter_w,f_2_fighter_l,f_2_fighter_d,f_2_fighter_nc_dq,f_2_fighter_SlpM,f_2_fighter_Str_Acc,f_2_fighter_SApM,f_2_fighter_Str_Def,f_2_fighter_TD_Avg,f_2_fighter_TD_Acc,f_2_fighter_TD_Def,f_2_fighter_Sub_Avg,f_2_fighter_url,f_1_ranking,f_2_ranking
UFC Live: Cruz vs Johnson,Kevin Mulhall,Dominick Cruz,5.0,True,Bantamweight,M,Decision - Unanimous,Richard Bertrand 45 - 50. Cardo Urso 46 - 49. Jeff Blatnick 45 - 50.,5,5:00,http://ufcstats.com/fight-details/e2433610f128d963,2011-10-01,Washington,DC,USA,http://ufcstats.com/event-details/44f9c777fed7ca03,Dominick Cruz,Demetrious Johnson,http://ufcstats.com/fighter-details/10f3ba6cd2f44a97,http://ufcstats.com/fighter-details/8a304bfd6bf04a57,Dominick,Cruz,The Dominator,172.72,135.0,172.72,Orthodox,1985-03-09,24,4,0,,3.91,0.33,2.61,0.7,2.82,0.42,0.83,0.1,http://ufcstats.com/fighter-details/10f3ba6cd2f44a97,Demetrious,Johnson,Mighty Mouse,160.02,125.0,167.64,Orthodox,1986-08-13,27,3,1,,3.43,0.54,1.66,0.67,3.35,0.56,0.65,0.5,http://ufcstats.com/fighter-details/8a304bfd6bf04a57,,
UFC Live: Cruz vs Johnson,Dan Miragliotta,Stefan Struve,3.0,False,Heavyweight,M,Submission,Triangle Choke On Ground,2,3:22,http://ufcstats.com/fight-details/008d1123cc90f003,2011-10-01,Washington,DC,USA,http://ufcstats.com/event-details/44f9c777fed7ca03,Stefan Struve,Pat Barry,http://ufcstats.com/fighter-details/ebc1f40e00e0c481,http://ufcstats.com/fighter-details/658c3465581ae46b,Stefan,Struve,Skyscraper,210.82,265.0,213.36,Orthodox,1988-02-18,33,13,0,,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7,http://ufcstats.com/fighter-details/ebc1f40e00e0c481,Pat,Barry,HD,180.34,235.0,187.96,Orthodox,1979-07-07,8,7,0,,2.72,0.52,3.54,0.59,0.0,0.0,0.76,0.2,http://ufcstats.com/fighter-details/658c3465581ae46b,,
UFC Live: Cruz vs Johnson,Mario Yamasaki,Anthony Johnson,3.0,False,Welterweight,M,KO/TKO,Kick to Head At Distance,1,2:49,http://ufcstats.com/fight-details/f914dd2414f9a0ae,2011-10-01,Washington,DC,USA,http://ufcstats.com/event-details/44f9c777fed7ca03,Anthony Johnson,Charlie Brenneman,http://ufcstats.com/fighter-details/365fee2da473b177,http://ufcstats.com/fighter-details/98f6da59d765ec94,Anthony,Johnson,Rumble,187.96,205.0,198.12,Orthodox,1984-03-06,22,6,0,,3.25,0.47,1.83,0.6,2.43,0.57,0.77,0.6,http://ufcstats.com/fighter-details/365fee2da473b177,Charlie,Brenneman,The Spaniard,177.8,155.0,177.8,Orthodox,1981-02-09,19,8,0,,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0.0,http://ufcstats.com/fighter-details/98f6da59d765ec94,,
UFC Live: Cruz vs Johnson,Fernando Yamasaki,Matt Wiman,3.0,False,Lightweight,M,Decision - Unanimous,28 - 29. 28 - 29. 28 - 29.,3,5:00,http://ufcstats.com/fight-details/3542b1fd47163fcd,2011-10-01,Washington,DC,USA,http://ufcstats.com/event-details/44f9c777fed7ca03,Matt Wiman,Mac Danzig,http://ufcstats.com/fighter-details/eb29176b03dfa888,http://ufcstats.com/fighter-details/86f582852a5b240a,Matt,Wiman,,177.8,155.0,172.72,Orthodox,1983-09-19,16,10,0,,3.17,0.5,3.57,0.51,2.13,0.37,0.56,1.5,http://ufcstats.com/fighter-details/eb29176b03dfa888,Mac,Danzig,,172.72,155.0,177.8,Orthodox,1980-01-02,21,12,1,,3.39,0.48,3.44,0.57,1.2,0.37,0.46,0.6,http://ufcstats.com/fighter-details/86f582852a5b240a,,
UFC Live: Cruz vs Johnson,Mario Yamasaki,Yves Edwards,3.0,False,Lightweight,M,KO/TKO,Kick to Head At Distance,2,2:44,http://ufcstats.com/fight-details/765a1fde5ee12784,2011-10-01,Washington,DC,USA,http://ufcstats.com/event-details/44f9c777fed7ca03,Yves Edwards,Rafaello Oliveira,http://ufcstats.com/fighter-details/5f04e3d58d9ce982,http://ufcstats.com/fighter-details/15b1b21cd743d652,Yves,Edwards,Thugjitsu Master,175.26,155.0,185.42,Southpaw,1976-09-30,42,22,1,1.0,2.91,0.42,2.34,0.66,0.76,0.53,0.69,0.7,http://ufcstats.com/fighter-details/5f04e3d58d9ce982,Rafaello,Oliveira,Tractor,172.72,155.0,180.34,Orthodox,1982-01-26,17,8,0,,2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6,http://ufcstats.com/fighter-details/15b1b21cd743d652,,
UFC Live: Cruz vs Johnson,Dan Miragliotta,Paul Sass,3.0,False,Lightweight,M,Submission,Heel Hook On Ground,1,3:00,http://ufcstats.com/fight-details/6aa873e65d880322,2011-10-01,Washington,DC,USA,http://ufcstats.com/event-details/44f9c777fed7ca03,Paul Sass,Michael Johnson,http://ufcstats.com/fighter-details/7b143a54451263d9,http://ufcstats.com/fighter-details/511e82663651438d,Paul,Sass,,182.88,155.0,185.42,Orthodox,1988-08-04,14,2,0,,0.53,0.26,1.9,0.51,0.53,0.16,0.33,7.4,http://ufcstats.com/fighter-details/7b143a54451263d9,Michael,Johnson,The Menace,177.8,155.0,185.42,Southpaw,1986-06-04,25,20,0,,4.27,0.39,3.78,0.58,0.57,0.38,0.81,0.0,http://ufcstats.com/fighter-details/511e82663651438d,,
UFC Live: Cruz vs Johnson,Kevin Mulhall,Mike Easton,3.0,False,Bantamweight,M,KO/TKO,Knee to Body In Clinch,2,4:52,http://ufcstats.com/fight-details/d7f151f529543431,2011-10-01,Washington,DC,USA,http://ufcstats.com/event-details/44f9c777fed7ca03,Mike Easton,Byron Bloodworth,http://ufcstats.com/fighter-details/bc7230f231701d66,http://ufcstats.com/fighter-details/ecdf14f4f8643d39,Mike,Easton,The Hulk,167.64,135.0,177.8,Southpaw,1984-01-25,13,6,0,,3.51,0.37,4.28,0.61,0.75,0.22,0.66,0.0,http://ufcstats.com/fighter-details/bc7230f231701d66,Byron,Bloodworth,,172.72,135.0,,Orthodox,1983-08-16,6,3,0,,1.82,0.28,5.18,0.5,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/ecdf14f4f8643d39,,
UFC Live: Cruz vs Johnson,Fernando Yamasaki,TJ Grant,3.0,False,Lightweight,M,Submission,Armbar From Bottom Guard,3,2:12,http://ufcstats.com/fight-details/cdedc8f026307dd7,2011-10-01,Washington,DC,USA,http://ufcstats.com/event-details/44f9c777fed7ca03,TJ Grant,Shane Roller,http://ufcstats.com/fighter-details/a26198ba5093147e,http://ufcstats.com/fighter-details/75e0d3cc2262b732,TJ,Grant,,177.8,155.0,182.88,Orthodox,1984-02-26,21,5,0,,3.95,0.54,3.21,0.56,1.63,0.43,0.36,0.6,http://ufcstats.com/fighter-details/a26198ba5093147e,Shane,Roller,,177.8,155.0,182.88,Orthodox,1979-07-14,11,7,0,,2.04,0.34,2.65,0.6,2.46,0.33,0.42,1.9,http://ufcstats.com/fighter-details/75e0d3cc2262b732,,
UFC Live: Cruz vs Johnson,Dan Miragliotta,Josh Neer,3.0,False,Welterweight,M,TKO - Doctor's Stoppage,Facial Cut,2,5:00,http://ufcstats.com/fight-details/425e856cac6f521b,2011-10-01,Washington,DC,USA,http://ufcstats.com/event-details/44f9c777fed7ca03,Josh Neer,Keith Wisniewski,http://ufcstats.com/fighter-details/d1a1314976c50bef,http://ufcstats.com/fighter-details/cd12227edd3f134b,Josh,Neer,The Dentist,180.34,170.0,182.88,Orthodox,1983-03-24,36,16,1,,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3,http://ufcstats.com/fighter-details/d1a1314976c50bef,Keith,Wisniewski,The Polish Connection,182.88,170.0,,Orthodox,1981-10-25,28,15,1,,2.32,0.52,4.86,0.42,1.57,0.4,0.78,0.3,http://ufcstats.com/fighter-details/cd12227edd3f134b,,
UFC Live: Cruz vs Johnson,Mario Yamasaki,Walel Watson,3.0,False,Bantamweight,M,KO/TKO,Punches to Head At Distance,1,1:17,http://ufcstats.com/fight-details/8bd1f8cb9aa06dcf,2011-10-01,Washington,DC,USA,http://ufcstats.com/event-details/44f9c777fed7ca03,Walel Watson,Joseph Sandoval,http://ufcstats.com/fighter-details/92aafa8f4b26269b,http://ufcstats.com/fighter-details/696002b59f09d73b,Walel,Watson,The Gazelle,180.34,135.0,190.5,Orthodox,1984-07-16,14,10,0,,2.1,0.29,3.79,0.43,0.0,0.0,0.61,1.4,http://ufcstats.com/fighter-details/92aafa8f4b26269b,Joseph,Sandoval,,170.18,135.0,,Southpaw,1986-05-11,7,7,0,,1.82,0.42,12.12,0.6,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/696002b59f09d73b,,
UFC 135: Jones vs Rampage,Josh Rosenthal,Jon Jones,5.0,True,Light Heavyweight,M,Submission,Rear Naked Choke,4,1:14,http://ufcstats.com/fight-details/181ce41897b37352,2011-09-24,Denver,Colorado,USA,http://ufcstats.com/event-details/73ef22f25d0f70e2,Jon Jones,Quinton Jackson,http://ufcstats.com/fighter-details/07f72a2a7591b409,http://ufcstats.com/fighter-details/ffc088e64fab57e9,Jon,Jones,Bones,193.04,248.0,213.36,Orthodox,1987-07-19,28,1,0,1.0,4.38,0.58,2.24,0.64,1.89,0.45,0.95,0.5,http://ufcstats.com/fighter-details/07f72a2a7591b409,Quinton,Jackson,Rampage,185.42,205.0,185.42,Orthodox,1978-06-20,37,12,0,,3.25,0.54,2.51,0.55,1.52,0.56,0.73,0.1,http://ufcstats.com/fighter-details/ffc088e64fab57e9,,
UFC 135: Jones vs Rampage,Mario Yamasaki,Josh Koscheck,3.0,False,Welterweight,M,KO/TKO,Punches to Head On Ground,1,4:59,http://ufcstats.com/fight-details/8133b11f2b7ad634,2011-09-24,Denver,Colorado,USA,http://ufcstats.com/event-details/73ef22f25d0f70e2,Josh Koscheck,Matt Hughes,http://ufcstats.com/fighter-details/dd37fd509af89f15,http://ufcstats.com/fighter-details/621a6c59f88a44fe,Josh,Koscheck,,177.8,170.0,185.42,Orthodox,1977-11-30,17,11,0,,1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4,http://ufcstats.com/fighter-details/dd37fd509af89f15,Matt,Hughes,,175.26,170.0,185.42,Switch,1973-10-13,45,9,0,,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2,http://ufcstats.com/fighter-details/621a6c59f88a44fe,,
UFC 135: Jones vs Rampage,Adam Martinez,Mark Hunt,3.0,False,Heavyweight,M,Decision - Unanimous,Nelson Hamilton 28 - 29. Cecil Peoples 27 - 29. Mark Van Tine 27 - 30.,3,5:00,http://ufcstats.com/fight-details/cca58aece2816dd1,2011-09-24,Denver,Colorado,USA,http://ufcstats.com/event-details/73ef22f25d0f70e2,Mark Hunt,Ben Rothwell,http://ufcstats.com/fighter-details/eef9b891edbd4604,http://ufcstats.com/fighter-details/bd58d34e39b7b12a,Mark,Hunt,Super Samoan,177.8,265.0,182.88,Orthodox,1974-03-23,13,14,1,1.0,2.81,0.43,2.9,0.51,0.51,0.55,0.64,0.2,http://ufcstats.com/fighter-details/eef9b891edbd4604,Ben,Rothwell,Big Ben,193.04,265.0,198.12,Orthodox,1981-10-17,39,14,0,,3.71,0.42,4.63,0.47,0.68,0.34,0.7,0.4,http://ufcstats.com/fighter-details/bd58d34e39b7b12a,,
UFC 135: Jones vs Rampage,Josh Rosenthal,Travis Browne,3.0,False,Heavyweight,M,Decision - Unanimous,Cecil Peoples 27 - 30. Mark Van Tine 27 - 30. Tony Weeks 27 - 30.,3,5:00,http://ufcstats.com/fight-details/9cb967c62498ff02,2011-09-24,Denver,Colorado,USA,http://ufcstats.com/event-details/73ef22f25d0f70e2,Travis Browne,Rob Broughton,http://ufcstats.com/fighter-details/3236bf606fe9fa5b,http://ufcstats.com/fighter-details/a7d687e6ecb30981,Travis,Browne,Hapa,198.12,255.0,200.66,Orthodox,1982-07-17,18,7,1,,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2,http://ufcstats.com/fighter-details/3236bf606fe9fa5b,Rob,Broughton,The Bear,187.96,265.0,187.96,Orthodox,1983-03-03,16,7,1,,2.83,0.6,2.54,0.51,0.0,0.0,0.26,3.2,http://ufcstats.com/fighter-details/a7d687e6ecb30981,,
UFC 135: Jones vs Rampage,Mario Yamasaki,Nate Diaz,3.0,False,Lightweight,M,Submission,Armbar From Bottom,1,4:27,http://ufcstats.com/fight-details/fde66b153c65e25d,2011-09-24,Denver,Colorado,USA,http://ufcstats.com/event-details/73ef22f25d0f70e2,Nate Diaz,Takanori Gomi,http://ufcstats.com/fighter-details/8355922d564b152c,http://ufcstats.com/fighter-details/3be081c29bf734d9,Nate,Diaz,,182.88,170.0,193.04,Southpaw,1985-04-16,22,13,0,,4.57,0.45,3.77,0.52,1.05,0.3,0.41,1.3,http://ufcstats.com/fighter-details/8355922d564b152c,Takanori,Gomi,The Fireball Kid,170.18,155.0,177.8,Southpaw,1978-09-22,35,14,0,1.0,3.81,0.41,3.52,0.6,1.23,0.65,0.63,0.8,http://ufcstats.com/fighter-details/3be081c29bf734d9,,
UFC 135: Jones vs Rampage,Tom Johnson,Tony Ferguson,3.0,False,Lightweight,M,TKO - Doctor's Stoppage,Jaw Injury,1,5:00,http://ufcstats.com/fight-details/3f7c7917a57d2782,2011-09-24,Denver,Colorado,USA,http://ufcstats.com/event-details/73ef22f25d0f70e2,Tony Ferguson,Aaron Riley,http://ufcstats.com/fighter-details/22a92d7f62195791,http://ufcstats.com/fighter-details/f2c8ebbeafd45f2b,Tony,Ferguson,El Cucuy,180.34,170.0,193.04,Orthodox,1984-02-12,26,11,0,,4.91,0.45,4.37,0.55,0.39,0.35,0.66,0.9,http://ufcstats.com/fighter-details/22a92d7f62195791,Aaron,Riley,,172.72,155.0,175.26,Southpaw,1980-12-09,30,14,1,,3.45,0.34,3.78,0.61,1.18,0.34,0.6,0.1,http://ufcstats.com/fighter-details/f2c8ebbeafd45f2b,,
UFC 135: Jones vs Rampage,Mario Yamasaki,Tim Boetsch,3.0,False,Middleweight,M,Decision - Unanimous,Curtis Thrasher 28 - 29. Mark Van Tine 28 - 29. Cecil Peoples 27 - 30.,3,5:00,http://ufcstats.com/fight-details/8af87933e6409e24,2011-09-24,Denver,Colorado,USA,http://ufcstats.com/event-details/73ef22f25d0f70e2,Tim Boetsch,Nick Ring,http://ufcstats.com/fighter-details/c80095f6092271a7,http://ufcstats.com/fighter-details/b13da0b1a3aed3e7,Tim,Boetsch,The Barbarian,182.88,185.0,187.96,Orthodox,1981-01-28,21,13,0,,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8,http://ufcstats.com/fighter-details/c80095f6092271a7,Nick,Ring,The Promise,182.88,185.0,187.96,Southpaw,1979-02-10,14,4,0,,3.52,0.42,3.48,0.62,1.36,0.36,0.52,0.3,http://ufcstats.com/fighter-details/b13da0b1a3aed3e7,,
UFC 135: Jones vs Rampage,Josh Rosenthal,Junior Assuncao,3.0,False,Featherweight,M,Decision - Unanimous,Cecil Peoples 26 - 30. Curtis Thrasher 26 - 30. Tony Weeks 27 - 30.,3,5:00,http://ufcstats.com/fight-details/d7d7c9ce3d812eca,2011-09-24,Denver,Colorado,USA,http://ufcstats.com/event-details/73ef22f25d0f70e2,Junior Assuncao,Eddie Yagin,http://ufcstats.com/fighter-details/d0d7160824278840,http://ufcstats.com/fighter-details/cc84b68f862b466f,Junior,Assuncao,,175.26,145.0,182.88,Orthodox,1981-06-24,16,6,0,,3.31,0.62,2.06,0.44,2.43,0.24,0.66,0.7,http://ufcstats.com/fighter-details/d0d7160824278840,Eddie,Yagin,The Filipino Phenom,170.18,145.0,,Orthodox,1979-03-23,16,7,1,,3.13,0.3,5.77,0.42,0.0,0.0,0.62,1.0,http://ufcstats.com/fighter-details/cc84b68f862b466f,,
UFC 135: Jones vs Rampage,Adam Martinez,Takeya Mizugaki,3.0,False,Bantamweight,M,KO/TKO,Punches to Head In Clinch,2,4:30,http://ufcstats.com/fight-details/eb5b6287ba73640d,2011-09-24,Denver,Colorado,USA,http://ufcstats.com/event-details/73ef22f25d0f70e2,Takeya Mizugaki,Cole Escovedo,http://ufcstats.com/fighter-details/48e093ea1f43a053,http://ufcstats.com/fighter-details/5df17b3620145578,Takeya,Mizugaki,,170.18,135.0,175.26,Orthodox,1983-12-16,21,11,2,,3.37,0.37,3.27,0.57,1.46,0.57,0.7,0.1,http://ufcstats.com/fighter-details/48e093ea1f43a053,Cole,Escovedo,Apache Kid,170.18,135.0,182.88,Orthodox,1981-08-30,17,9,0,,1.77,0.43,4.32,0.49,0.43,0.33,0.13,0.0,http://ufcstats.com/fighter-details/5df17b3620145578,,
UFC 135: Jones vs Rampage,Tim Mills,James Te Huna,3.0,False,Light Heavyweight,M,KO/TKO,Punches to Head On Ground,1,0:47,http://ufcstats.com/fight-details/38591fb67eb2a6c3,2011-09-24,Denver,Colorado,USA,http://ufcstats.com/event-details/73ef22f25d0f70e2,James Te Huna,Ricardo Romero,http://ufcstats.com/fighter-details/f5431394fb284bb9,http://ufcstats.com/fighter-details/744e098e065cfdbe,James,Te Huna,,187.96,185.0,190.5,Orthodox,1981-09-29,16,9,0,,4.04,0.51,2.99,0.62,2.75,0.37,0.58,0.2,http://ufcstats.com/fighter-details/f5431394fb284bb9,Ricardo,Romero,,182.88,205.0,193.04,Orthodox,1978-04-15,11,3,0,,2.17,0.55,4.77,0.46,1.63,0.1,1.0,3.3,http://ufcstats.com/fighter-details/744e098e065cfdbe,,
UFC Fight Night: Shields vs Ellenberger,Kevin Mulhall,Jake Ellenberger,3.0,False,Welterweight,M,KO/TKO,Knee to Head In Clinch,1,0:53,http://ufcstats.com/fight-details/1fa175b6a35e95e2,2011-09-17,New Orleans,Louisiana,USA,http://ufcstats.com/event-details/1ffc38f67785797b,Jake Ellenberger,Jake Shields,http://ufcstats.com/fighter-details/d81ac739417d7f53,http://ufcstats.com/fighter-details/fe435e440b5de0ff,Jake,Ellenberger,The Juggernaut,175.26,170.0,180.34,Orthodox,1985-03-28,31,15,0,,2.47,0.39,2.83,0.6,2.04,0.47,0.86,0.4,http://ufcstats.com/fighter-details/d81ac739417d7f53,Jake,Shields,,182.88,170.0,182.88,Orthodox,1979-01-09,31,9,1,1.0,2.45,0.36,1.8,0.56,2.83,0.29,0.35,1.2,http://ufcstats.com/fighter-details/fe435e440b5de0ff,,
UFC Fight Night: Shields vs Ellenberger,Yves Lavigne,Court McGee,3.0,False,Middleweight,M,Decision - Unanimous,Chris Lee 27 - 30. Sal D'amato 28 - 29. Jeff Blatnick 28 - 30.,3,5:00,http://ufcstats.com/fight-details/032a61c6f9439b1d,2011-09-17,New Orleans,Louisiana,USA,http://ufcstats.com/event-details/1ffc38f67785797b,Court McGee,Dongi Yang,http://ufcstats.com/fighter-details/523fa774700d7d3f,http://ufcstats.com/fighter-details/aed06011bf62237b,Court,McGee,The Crusher,180.34,170.0,190.5,Orthodox,1984-12-12,23,14,0,,4.5,0.36,3.65,0.6,1.78,0.24,0.7,0.5,http://ufcstats.com/fighter-details/523fa774700d7d3f,Dongi,Yang,The Ox,177.8,185.0,185.42,Southpaw,1984-12-07,13,3,0,,3.55,0.51,3.21,0.63,1.7,0.41,0.61,0.5,http://ufcstats.com/fighter-details/aed06011bf62237b,,
UFC Fight Night: Shields vs Ellenberger,Myron Gaudet,Erik Koch,3.0,False,Featherweight,M,Decision - Unanimous,Richard Bertrand 27 - 30. Doug Crosby 28 - 29. Robbie Scheuermann 27 - 30.,3,5:00,http://ufcstats.com/fight-details/b4daedb1e0c4ee02,2011-09-17,New Orleans,Louisiana,USA,http://ufcstats.com/event-details/1ffc38f67785797b,Erik Koch,Jonathan Brookins,http://ufcstats.com/fighter-details/99bd87a300079ed9,http://ufcstats.com/fighter-details/b0a6124751a56bc4,Erik,Koch,Phoenix,177.8,170.0,180.34,Southpaw,1988-10-04,16,6,0,,2.33,0.42,2.82,0.47,1.02,0.42,0.81,1.0,http://ufcstats.com/fighter-details/99bd87a300079ed9,Jonathan,Brookins,,182.88,145.0,187.96,Southpaw,1985-08-13,16,10,0,,2.69,0.39,3.63,0.56,1.94,0.17,0.8,0.3,http://ufcstats.com/fighter-details/b0a6124751a56bc4,,
UFC Fight Night: Shields vs Ellenberger,Dan Miragliotta,Alan Belcher,3.0,False,Middleweight,M,KO/TKO,"Punches to Head On Ground
      Submission to Strikes",1,3:48,http://ufcstats.com/fight-details/a7fca585b4fd4255,2011-09-17,New Orleans,Louisiana,USA,http://ufcstats.com/event-details/1ffc38f67785797b,Alan Belcher,Jason MacDonald,http://ufcstats.com/fighter-details/4130a743d9d22163,http://ufcstats.com/fighter-details/2be6596a9db33bf5,Alan,Belcher,The Talent,187.96,185.0,190.5,Orthodox,1984-04-24,18,8,0,,2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9,http://ufcstats.com/fighter-details/4130a743d9d22163,Jason,MacDonald,The Athlete,190.5,185.0,203.2,Orthodox,1975-06-03,25,16,0,,1.55,0.52,2.7,0.46,1.43,0.16,0.35,2.0,http://ufcstats.com/fighter-details/2be6596a9db33bf5,,
UFC Fight Night: Shields vs Ellenberger,Yves Lavigne,Vagner Rocha,3.0,False,Lightweight,M,Submission,Rear Naked Choke,2,3:49,http://ufcstats.com/fight-details/5dc4552c9288441a,2011-09-17,New Orleans,Louisiana,USA,http://ufcstats.com/event-details/1ffc38f67785797b,Vagner Rocha,Cody McKenzie,http://ufcstats.com/fighter-details/d403b1a6f278c95e,http://ufcstats.com/fighter-details/7be63795363029e8,Vagner,Rocha,Ceara,177.8,155.0,185.42,Orthodox,1982-06-06,14,4,0,,2.64,0.42,4.5,0.48,1.4,0.33,0.5,1.9,http://ufcstats.com/fighter-details/d403b1a6f278c95e,Cody,McKenzie,,182.88,155.0,182.88,Switch,1987-12-16,16,10,0,,1.74,0.34,2.5,0.67,2.5,0.25,0.14,2.5,http://ufcstats.com/fighter-details/7be63795363029e8,,
UFC Fight Night: Shields vs Ellenberger,Kevin Mulhall,Evan Dunham,3.0,False,Lightweight,M,Decision - Unanimous,Doug Crosby 27 - 30. Chris Lee 27 - 30. Gabe Barahona 27 - 30.,3,5:00,http://ufcstats.com/fight-details/fdc82a98c68588c4,2011-09-17,New Orleans,Louisiana,USA,http://ufcstats.com/event-details/1ffc38f67785797b,Evan Dunham,Shamar Bailey,http://ufcstats.com/fighter-details/e5c9de15bb58b1c6,http://ufcstats.com/fighter-details/e2b8186b618b00c4,Evan,Dunham,,177.8,155.0,177.8,Southpaw,1981-12-18,18,9,1,,5.33,0.39,3.54,0.61,1.82,0.33,0.79,1.0,http://ufcstats.com/fighter-details/e5c9de15bb58b1c6,Shamar,Bailey,,175.26,155.0,190.5,Southpaw,1982-09-22,16,11,0,,1.56,0.2,3.91,0.69,1.5,0.33,0.37,0.0,http://ufcstats.com/fighter-details/e2b8186b618b00c4,,
UFC Fight Night: Shields vs Ellenberger,Dan Miragliotta,Lance Benoist,3.0,False,Welterweight,M,Decision - Unanimous,Richard Bertrand 28 - 29. Jeff Blatnick 28 - 29. Sal D'amato 28 - 29.,3,5:00,http://ufcstats.com/fight-details/558b54d28a662cca,2011-09-17,New Orleans,Louisiana,USA,http://ufcstats.com/event-details/1ffc38f67785797b,Lance Benoist,Matthew Riddle,http://ufcstats.com/fighter-details/5431dccc09118234,http://ufcstats.com/fighter-details/d023ae89a2a4a41e,Lance,Benoist,,180.34,170.0,182.88,Southpaw,1988-08-26,7,2,0,,3.68,0.51,2.7,0.56,1.5,0.33,0.61,0.0,http://ufcstats.com/fighter-details/5431dccc09118234,Matthew,Riddle,Deep Waters,185.42,170.0,193.04,Southpaw,1986-01-14,8,3,0,2.0,3.01,0.42,2.74,0.54,3.51,0.5,0.89,0.5,http://ufcstats.com/fighter-details/d023ae89a2a4a41e,,
UFC Fight Night: Shields vs Ellenberger,Myron Gaudet,Ken Stone,3.0,False,Bantamweight,M,Submission,"Rear Naked Choke
      Technical Submission",1,2:40,http://ufcstats.com/fight-details/35cfe0b894b93332,2011-09-17,New Orleans,Louisiana,USA,http://ufcstats.com/event-details/1ffc38f67785797b,Ken Stone,Donny Walker,http://ufcstats.com/fighter-details/fbf0947399d14323,http://ufcstats.com/fighter-details/e6147d5ab3685899,Ken,Stone,,172.72,135.0,180.34,Southpaw,1982-10-08,11,4,0,,3.85,0.49,2.9,0.48,1.24,0.33,0.6,0.6,http://ufcstats.com/fighter-details/fbf0947399d14323,Donny,Walker,Eagle Eye,175.26,135.0,,,1980-01-04,15,10,0,,1.81,0.37,3.85,0.46,0.0,0.0,0.57,1.7,http://ufcstats.com/fighter-details/e6147d5ab3685899,,
UFC Fight Night: Shields vs Ellenberger,Yves Lavigne,Seth Baczynski,3.0,False,Welterweight,M,Submission,Rear Naked Choke,2,1:12,http://ufcstats.com/fight-details/be5cdd4872fbd0b7,2011-09-17,New Orleans,Louisiana,USA,http://ufcstats.com/event-details/1ffc38f67785797b,Seth Baczynski,Clay Harvison,http://ufcstats.com/fighter-details/fd5b6598a3b70c0a,http://ufcstats.com/fighter-details/83a477a7dba1ca58,Seth,Baczynski,The Polish Pistola,190.5,170.0,190.5,Orthodox,1981-10-26,20,14,0,,3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8,http://ufcstats.com/fighter-details/fd5b6598a3b70c0a,Clay,Harvison,Bushwacker,185.42,170.0,187.96,Orthodox,1980-09-25,13,6,0,,3.29,0.48,3.91,0.58,0.66,1.0,0.68,1.3,http://ufcstats.com/fighter-details/83a477a7dba1ca58,,
UFC Fight Night: Shields vs Ellenberger,Dan Miragliotta,TJ Waldburger,3.0,False,Welterweight,M,Submission,Triangle Choke On Ground,1,3:52,http://ufcstats.com/fight-details/11141cf97c6156b6,2011-09-17,New Orleans,Louisiana,USA,http://ufcstats.com/event-details/1ffc38f67785797b,TJ Waldburger,Mike Stumpf,http://ufcstats.com/fighter-details/8f2939f5fd9cca1e,http://ufcstats.com/fighter-details/c0c36a5b3d5bbdd5,TJ,Waldburger,,180.34,170.0,190.5,Orthodox,1988-04-25,16,9,0,,2.02,0.51,2.39,0.4,3.03,0.46,0.4,4.8,http://ufcstats.com/fighter-details/8f2939f5fd9cca1e,Mike,Stumpf,,177.8,170.0,,,1986-08-01,11,4,0,,3.34,0.43,8.85,0.47,1.59,0.25,0.33,0.8,http://ufcstats.com/fighter-details/c0c36a5b3d5bbdd5,,
